Station ID,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS03618,"8620 Seoul Ave, Seoul",AC Level 2,0.22,24/7,16.66,41,ChargePoint,22,CCS,2012,No,3.9,3,Annually
EVS03619,"9505 San Francisco Ave, San Francisco",AC Level 2,0.22,24/7,14.51,85,ChargePoint,50,Type 2,2015,No,4.2,7,Quarterly
EVS03620,"6277 Sydney Ave, Sydney",AC Level 1,0.10,24/7,17.20,65,EVgo,350,CHAdeMO,2023,Yes,3.6,10,Quarterly
EVS03621,"7584 Random Rd, City 283, Country",DC Fast Charger,0.41,24/7,13.50,68,Tesla,22,"CCS, Tesla",2023,Yes,4.4,6,Quarterly
EVS03622,"3186 Seoul Ave, Seoul",AC Level 1,0.39,24/7,13.81,80,ChargePoint,150,"Type 2, Tesla",2021,No,4.9,7,Annually
EVS03623,"1470 Sydney Ave, Sydney",AC Level 1,0.46,24/7,18.77,94,Greenlots,50,"Tesla, CCS",2011,No,4.8,9,Quarterly
EVS03624,"1291 Dubai Ave, Dubai",AC Level 1,0.25,6:00-22:00,15.64,94,Tesla,350,Type 2,2013,No,4.2,10,Quarterly
EVS03625,"9431 Mumbai Ave, Mumbai",DC Fast Charger,0.46,9:00-18:00,6.47,88,Tesla,150,Type 2,2011,Yes,4.9,8,Quarterly
EVS03626,"9858 Mumbai Ave, Mumbai",AC Level 2,0.39,9:00-18:00,14.93,24,Ionity,50,"Type 2, Tesla",2012,Yes,3.3,3,Quarterly
EVS03627,"5903 Sydney Ave, Sydney",DC Fast Charger,0.43,9:00-18:00,8.34,76,Greenlots,350,"CHAdeMO, CCS",2022,Yes,3.7,3,Monthly
EVS03628,"4164 Dubai Ave, Dubai",AC Level 1,0.39,6:00-22:00,3.28,34,EVgo,22,"Tesla, Type 2",2018,Yes,4.7,7,Monthly
EVS03629,"2140 San Francisco Ave, San Francisco",AC Level 1,0.22,9:00-18:00,11.28,46,Greenlots,150,Tesla,2021,No,3.4,7,Annually
EVS03630,"2757 Toronto Ave, Toronto",AC Level 1,0.19,24/7,1.53,82,Ionity,150,CHAdeMO,2015,No,4.3,2,Monthly
EVS03631,"9555 Random Rd, City 258, Country",AC Level 2,0.36,24/7,5.39,37,Tesla,50,CCS,2022,Yes,4.6,5,Annually
EVS03632,"924 Chicago Ave, Chicago",AC Level 1,0.16,9:00-18:00,19.29,86,EVgo,50,"Tesla, CCS",2010,Yes,4.6,4,Quarterly
EVS03633,"3588 São Paulo Ave, São Paulo",AC Level 1,0.15,6:00-22:00,7.08,62,ChargePoint,22,"Tesla, CHAdeMO",2023,Yes,4.7,3,Monthly
EVS03634,"57 Cape Town Ave, Cape Town",AC Level 1,0.45,9:00-18:00,16.68,27,Ionity,350,"CHAdeMO, Tesla",2020,No,4.0,10,Monthly
EVS03635,"6946 Bangkok Ave, Bangkok",DC Fast Charger,0.48,6:00-22:00,19.18,40,ChargePoint,150,"CCS, Tesla",2018,Yes,3.3,5,Monthly
EVS03636,"177 Dubai Ave, Dubai",AC Level 1,0.31,9:00-18:00,16.88,92,ChargePoint,350,"Type 2, CCS",2020,Yes,4.9,9,Quarterly
EVS03637,"9121 Moscow Ave, Moscow",DC Fast Charger,0.15,9:00-18:00,17.19,76,Ionity,22,"CCS, CHAdeMO",2010,Yes,4.2,7,Quarterly
EVS03638,"1453 San Francisco Ave, San Francisco",AC Level 2,0.36,6:00-22:00,6.75,84,Tesla,150,"CCS, Tesla",2018,No,4.1,2,Monthly
EVS03639,"5580 Los Angeles Ave, Los Angeles",AC Level 2,0.33,9:00-18:00,12.22,86,Tesla,350,"Type 2, CHAdeMO",2019,Yes,4.5,9,Monthly
EVS03640,"2445 Moscow Ave, Moscow",AC Level 2,0.37,9:00-18:00,4.97,54,EVgo,22,"Tesla, CCS",2013,Yes,3.9,3,Annually
EVS03641,"2441 Random Rd, City 133, Country",AC Level 2,0.29,9:00-18:00,11.82,89,Ionity,150,CHAdeMO,2011,No,4.1,6,Quarterly
EVS03642,"349 Dubai Ave, Dubai",AC Level 2,0.12,24/7,6.88,45,ChargePoint,22,Tesla,2018,Yes,4.9,5,Monthly
EVS03643,"5599 Chicago Ave, Chicago",AC Level 1,0.12,9:00-18:00,12.44,10,EVgo,350,CHAdeMO,2021,No,4.3,8,Annually
EVS03644,"27 Toronto Ave, Toronto",AC Level 1,0.33,9:00-18:00,5.02,58,Greenlots,22,"Type 2, CHAdeMO",2014,Yes,3.1,5,Annually
EVS03645,"2382 San Francisco Ave, San Francisco",DC Fast Charger,0.41,6:00-22:00,9.29,19,Tesla,22,Type 2,2012,No,4.9,9,Quarterly
EVS03646,"3566 Seoul Ave, Seoul",DC Fast Charger,0.24,9:00-18:00,14.89,52,Greenlots,150,CHAdeMO,2013,No,3.8,2,Annually
EVS03647,"7228 Cape Town Ave, Cape Town",DC Fast Charger,0.13,6:00-22:00,10.43,89,EVgo,22,CHAdeMO,2021,No,4.1,4,Annually
EVS03648,"9282 Moscow Ave, Moscow",AC Level 2,0.13,6:00-22:00,2.28,71,ChargePoint,22,Tesla,2021,Yes,4.3,5,Quarterly
EVS03649,"4965 San Francisco Ave, San Francisco",AC Level 2,0.18,6:00-22:00,13.44,63,ChargePoint,22,"Tesla, Type 2",2023,Yes,3.6,7,Annually
EVS03650,"924 Berlin Ave, Berlin",AC Level 1,0.32,6:00-22:00,8.31,84,EVgo,350,Type 2,2021,No,4.5,7,Monthly
EVS03651,"7681 Random Rd, City 343, Country",AC Level 2,0.15,24/7,13.82,93,Greenlots,150,CCS,2023,No,4.4,6,Quarterly
EVS03652,"8957 Toronto Ave, Toronto",DC Fast Charger,0.15,6:00-22:00,5.37,36,EVgo,150,Type 2,2021,No,4.0,9,Monthly
EVS03653,"8199 Chicago Ave, Chicago",AC Level 2,0.47,6:00-22:00,14.73,21,EVgo,22,CHAdeMO,2015,Yes,3.1,9,Monthly
EVS03654,"9547 San Francisco Ave, San Francisco",AC Level 2,0.12,9:00-18:00,1.42,54,Ionity,350,"CHAdeMO, Type 2",2010,Yes,4.7,3,Annually
EVS03655,"7066 Toronto Ave, Toronto",DC Fast Charger,0.39,6:00-22:00,19.69,91,Greenlots,150,Type 2,2013,No,4.3,5,Monthly
EVS03656,"4419 Chicago Ave, Chicago",AC Level 1,0.39,24/7,19.01,17,Greenlots,150,"Type 2, CCS",2019,No,4.7,8,Monthly
EVS03657,"4493 Toronto Ave, Toronto",AC Level 2,0.36,6:00-22:00,12.88,56,Greenlots,350,CHAdeMO,2018,Yes,4.8,6,Quarterly
EVS03658,"724 Dubai Ave, Dubai",AC Level 2,0.41,6:00-22:00,1.68,39,Greenlots,50,Type 2,2013,No,4.9,9,Annually
EVS03659,"2491 Dubai Ave, Dubai",AC Level 2,0.38,6:00-22:00,18.65,38,ChargePoint,150,Tesla,2021,Yes,3.8,4,Annually
EVS03660,"1197 San Francisco Ave, San Francisco",AC Level 1,0.13,9:00-18:00,18.05,58,Tesla,50,CCS,2016,Yes,4.8,9,Annually
EVS03661,"8473 Random Rd, City 391, Country",AC Level 1,0.38,6:00-22:00,18.03,81,ChargePoint,350,"CHAdeMO, Tesla",2013,No,4.6,10,Monthly
EVS03662,"281 Dubai Ave, Dubai",DC Fast Charger,0.18,9:00-18:00,17.41,41,EVgo,150,Tesla,2019,No,3.6,4,Annually
EVS03663,"5295 São Paulo Ave, São Paulo",AC Level 1,0.19,9:00-18:00,16.81,31,Tesla,350,Type 2,2021,No,4.9,7,Annually
EVS03664,"2526 Beijing Ave, Beijing",AC Level 2,0.36,6:00-22:00,10.61,24,ChargePoint,22,CHAdeMO,2021,Yes,4.2,5,Monthly
EVS03665,"4317 Moscow Ave, Moscow",AC Level 1,0.38,24/7,6.55,93,EVgo,22,"Tesla, CCS",2017,No,4.9,7,Quarterly
EVS03666,"4379 Chicago Ave, Chicago",AC Level 2,0.17,24/7,14.74,49,Greenlots,350,"CCS, Type 2",2023,Yes,3.8,7,Quarterly
EVS03667,"3057 Cape Town Ave, Cape Town",AC Level 1,0.47,6:00-22:00,3.66,19,Tesla,50,"Tesla, Type 2",2012,No,4.0,4,Quarterly
EVS03668,"124 Seoul Ave, Seoul",AC Level 1,0.29,6:00-22:00,12.73,69,Ionity,50,CHAdeMO,2014,No,4.8,6,Annually
EVS03669,"4164 San Francisco Ave, San Francisco",AC Level 2,0.15,6:00-22:00,18.85,76,Ionity,150,"Type 2, CCS",2010,Yes,4.0,6,Monthly
EVS03670,"2331 Mumbai Ave, Mumbai",AC Level 2,0.37,24/7,16.82,70,ChargePoint,150,"CHAdeMO, CCS",2013,No,4.3,6,Quarterly
EVS03671,"3991 Random Rd, City 95, Country",AC Level 1,0.31,24/7,18.16,99,Ionity,150,CHAdeMO,2018,Yes,3.8,9,Monthly
EVS03672,"2243 Berlin Ave, Berlin",AC Level 2,0.27,24/7,6.45,23,Greenlots,50,"Type 2, Tesla",2020,No,4.3,2,Monthly
EVS03673,"8134 San Francisco Ave, San Francisco",AC Level 2,0.20,24/7,7.73,44,Greenlots,50,"Tesla, CCS",2022,No,4.0,7,Annually
EVS03674,"6972 Sydney Ave, Sydney",AC Level 2,0.36,6:00-22:00,1.08,84,Greenlots,150,"CCS, CHAdeMO",2019,No,4.9,10,Annually
EVS03675,"8374 Mexico City Ave, Mexico City",AC Level 1,0.21,9:00-18:00,6.35,83,Greenlots,150,"Tesla, Type 2",2019,Yes,4.1,8,Monthly
EVS03676,"3725 Dubai Ave, Dubai",AC Level 1,0.21,9:00-18:00,6.78,59,EVgo,50,"Tesla, CCS",2016,No,4.2,1,Monthly
EVS03677,"5097 Dubai Ave, Dubai",AC Level 2,0.15,9:00-18:00,8.73,96,ChargePoint,22,"Tesla, CCS",2018,Yes,3.8,5,Annually
EVS03678,"3879 Cape Town Ave, Cape Town",AC Level 1,0.15,6:00-22:00,10.17,55,Tesla,50,CHAdeMO,2018,No,4.9,5,Annually
EVS03679,"3579 Bangkok Ave, Bangkok",AC Level 2,0.19,9:00-18:00,11.13,86,Greenlots,22,"CCS, Tesla",2018,No,3.4,3,Annually
EVS03680,"7337 São Paulo Ave, São Paulo",DC Fast Charger,0.19,24/7,7.96,23,Tesla,150,Type 2,2019,Yes,3.3,6,Annually
EVS03681,"3106 Random Rd, City 200, Country",AC Level 1,0.44,6:00-22:00,15.31,30,ChargePoint,50,"Tesla, CCS",2016,Yes,4.6,9,Monthly
EVS03682,"6454 Chicago Ave, Chicago",AC Level 1,0.36,9:00-18:00,3.65,82,Greenlots,50,"Type 2, Tesla",2023,Yes,4.0,1,Monthly
EVS03683,"3746 Seoul Ave, Seoul",DC Fast Charger,0.39,6:00-22:00,5.55,36,Tesla,350,CHAdeMO,2016,Yes,3.0,3,Monthly
EVS03684,"7229 San Francisco Ave, San Francisco",DC Fast Charger,0.49,24/7,15.52,21,Tesla,50,CCS,2023,Yes,3.0,5,Annually
EVS03685,"4056 Moscow Ave, Moscow",AC Level 2,0.41,9:00-18:00,11.72,62,Tesla,22,"Tesla, Type 2",2019,Yes,3.7,3,Annually
EVS03686,"7839 Mexico City Ave, Mexico City",AC Level 2,0.17,24/7,2.00,17,Tesla,350,Type 2,2016,Yes,4.8,3,Quarterly
EVS03687,"5857 Mumbai Ave, Mumbai",DC Fast Charger,0.30,9:00-18:00,17.62,36,EVgo,150,Tesla,2015,No,4.5,9,Quarterly
EVS03688,"2812 Cape Town Ave, Cape Town",AC Level 2,0.18,24/7,16.62,14,Greenlots,150,CHAdeMO,2010,No,4.8,1,Annually
EVS03689,"9679 San Francisco Ave, San Francisco",DC Fast Charger,0.16,9:00-18:00,15.27,97,ChargePoint,22,Tesla,2021,No,3.9,1,Monthly
EVS03690,"6298 Mumbai Ave, Mumbai",DC Fast Charger,0.49,9:00-18:00,6.19,88,Greenlots,150,Type 2,2010,Yes,4.0,1,Quarterly
EVS03691,"6377 Random Rd, City 488, Country",DC Fast Charger,0.15,9:00-18:00,12.42,89,ChargePoint,22,"CCS, Type 2",2011,Yes,4.5,10,Annually
EVS03692,"7748 Cape Town Ave, Cape Town",AC Level 1,0.16,6:00-22:00,9.58,81,EVgo,150,Tesla,2017,No,3.2,7,Annually
EVS03693,"8707 Moscow Ave, Moscow",AC Level 2,0.11,24/7,11.89,38,Tesla,150,CCS,2022,Yes,4.5,9,Monthly
EVS03694,"2164 Moscow Ave, Moscow",AC Level 1,0.45,6:00-22:00,19.12,28,EVgo,350,Type 2,2011,Yes,4.2,4,Monthly
EVS03695,"2079 Dubai Ave, Dubai",DC Fast Charger,0.44,6:00-22:00,12.60,48,ChargePoint,150,"Type 2, Tesla",2013,No,4.6,10,Annually
EVS03696,"3808 Sydney Ave, Sydney",AC Level 1,0.10,24/7,2.25,33,Tesla,350,"CCS, CHAdeMO",2015,Yes,3.2,5,Monthly
EVS03697,"9315 Bangkok Ave, Bangkok",AC Level 2,0.45,9:00-18:00,17.77,96,Ionity,150,Type 2,2012,No,3.8,10,Quarterly
EVS03698,"9050 Dubai Ave, Dubai",AC Level 2,0.19,6:00-22:00,18.64,87,Greenlots,22,"Type 2, Tesla",2011,No,3.9,1,Quarterly
EVS03699,"3294 Moscow Ave, Moscow",AC Level 2,0.24,24/7,18.43,78,EVgo,150,Tesla,2015,Yes,3.5,5,Monthly
EVS03700,"6872 Cape Town Ave, Cape Town",AC Level 1,0.13,9:00-18:00,9.39,18,Greenlots,350,"Tesla, Type 2",2014,Yes,4.0,5,Quarterly
EVS03701,"8592 Random Rd, City 405, Country",AC Level 2,0.36,24/7,3.43,38,ChargePoint,22,CCS,2022,Yes,3.4,10,Quarterly
EVS03702,"6985 Mexico City Ave, Mexico City",AC Level 1,0.35,24/7,16.76,11,EVgo,150,"CCS, Tesla",2017,Yes,4.2,9,Quarterly
EVS03703,"6246 Cape Town Ave, Cape Town",AC Level 2,0.38,24/7,13.67,88,EVgo,350,"Type 2, CCS",2013,Yes,4.1,1,Quarterly
EVS03704,"7894 San Francisco Ave, San Francisco",AC Level 2,0.28,6:00-22:00,7.71,78,Ionity,22,"CCS, Tesla",2020,Yes,3.4,5,Monthly
EVS03705,"1448 Bangkok Ave, Bangkok",AC Level 2,0.48,9:00-18:00,19.38,49,Greenlots,350,"Tesla, CHAdeMO",2014,No,3.1,8,Annually
EVS03706,"4505 San Francisco Ave, San Francisco",DC Fast Charger,0.28,24/7,7.27,95,Ionity,150,Tesla,2010,Yes,3.1,1,Annually
EVS03707,"4188 Sydney Ave, Sydney",AC Level 1,0.27,24/7,2.03,95,Greenlots,350,"Type 2, CHAdeMO",2022,No,4.2,3,Monthly
EVS03708,"2662 Chicago Ave, Chicago",AC Level 1,0.12,24/7,5.89,63,EVgo,22,"Tesla, Type 2",2016,No,3.8,1,Annually
EVS03709,"4009 Chicago Ave, Chicago",DC Fast Charger,0.25,6:00-22:00,13.77,71,EVgo,22,"Type 2, CHAdeMO",2021,No,3.6,6,Quarterly
EVS03710,"4470 Sydney Ave, Sydney",AC Level 1,0.42,6:00-22:00,13.69,26,Ionity,150,"Tesla, CCS",2019,Yes,4.3,7,Monthly
EVS03711,"498 Random Rd, City 206, Country",DC Fast Charger,0.26,24/7,1.28,71,Ionity,50,"Tesla, Type 2",2016,No,4.5,3,Monthly
EVS03712,"8590 São Paulo Ave, São Paulo",AC Level 1,0.41,9:00-18:00,17.31,83,Greenlots,50,"CCS, Type 2",2021,No,3.5,4,Monthly
EVS03713,"7812 Mumbai Ave, Mumbai",AC Level 2,0.11,9:00-18:00,1.06,32,ChargePoint,50,Tesla,2015,No,3.2,10,Annually
EVS03714,"2172 Seoul Ave, Seoul",AC Level 1,0.37,9:00-18:00,4.73,69,Greenlots,22,"Tesla, CHAdeMO",2015,No,3.4,7,Quarterly
EVS03715,"4319 Berlin Ave, Berlin",AC Level 2,0.34,6:00-22:00,16.79,13,Ionity,150,"CCS, CHAdeMO",2019,Yes,3.2,4,Annually
EVS03716,"6594 Mumbai Ave, Mumbai",AC Level 1,0.18,9:00-18:00,13.75,44,Tesla,50,"CHAdeMO, Type 2",2011,No,4.6,5,Quarterly
EVS03717,"7451 Beijing Ave, Beijing",DC Fast Charger,0.24,9:00-18:00,6.46,18,Greenlots,22,"CHAdeMO, CCS",2014,No,4.9,1,Monthly
EVS03718,"8676 Bangkok Ave, Bangkok",DC Fast Charger,0.22,6:00-22:00,9.66,36,Greenlots,50,"CHAdeMO, Type 2",2018,Yes,4.3,5,Quarterly
EVS03719,"6696 Sydney Ave, Sydney",DC Fast Charger,0.20,9:00-18:00,5.74,31,Tesla,22,Tesla,2011,Yes,4.7,7,Annually
EVS03720,"7136 Mexico City Ave, Mexico City",DC Fast Charger,0.28,9:00-18:00,10.97,43,Tesla,50,CCS,2012,No,3.8,2,Annually
EVS03721,"1383 Random Rd, City 468, Country",AC Level 2,0.25,24/7,14.46,25,ChargePoint,22,CCS,2020,No,4.9,1,Monthly
EVS03722,"4459 Mumbai Ave, Mumbai",DC Fast Charger,0.16,24/7,0.96,15,ChargePoint,350,Tesla,2010,No,3.6,5,Annually
EVS03723,"172 Sydney Ave, Sydney",AC Level 2,0.13,24/7,4.06,92,Greenlots,350,"CHAdeMO, Type 2",2013,No,4.0,5,Quarterly
EVS03724,"1945 Seoul Ave, Seoul",AC Level 1,0.15,6:00-22:00,16.40,72,Greenlots,50,CHAdeMO,2010,No,3.6,7,Quarterly
EVS03725,"4002 Seoul Ave, Seoul",AC Level 1,0.26,6:00-22:00,7.06,99,Greenlots,22,CHAdeMO,2023,Yes,4.6,8,Monthly
EVS03726,"3185 Mexico City Ave, Mexico City",AC Level 1,0.34,9:00-18:00,15.40,33,EVgo,150,"Type 2, Tesla",2011,Yes,3.0,1,Monthly
EVS03727,"9850 São Paulo Ave, São Paulo",AC Level 1,0.32,9:00-18:00,12.96,70,ChargePoint,22,"Type 2, CCS",2013,Yes,3.5,10,Annually
EVS03728,"7866 Chicago Ave, Chicago",DC Fast Charger,0.16,24/7,1.17,61,Greenlots,22,Tesla,2015,Yes,3.8,5,Monthly
EVS03729,"7990 Beijing Ave, Beijing",AC Level 1,0.38,6:00-22:00,15.53,37,Ionity,350,"CHAdeMO, CCS",2014,Yes,3.4,5,Annually
EVS03730,"9059 San Francisco Ave, San Francisco",DC Fast Charger,0.24,6:00-22:00,5.67,95,Tesla,50,"Type 2, Tesla",2021,Yes,4.7,6,Annually
EVS03731,"3459 Random Rd, City 411, Country",DC Fast Charger,0.45,9:00-18:00,18.18,58,Greenlots,150,"Type 2, CHAdeMO",2022,Yes,4.1,3,Annually
EVS03732,"6167 Berlin Ave, Berlin",DC Fast Charger,0.13,24/7,0.84,99,EVgo,50,CHAdeMO,2023,No,3.3,7,Quarterly
EVS03733,"2581 Beijing Ave, Beijing",AC Level 2,0.32,6:00-22:00,13.48,35,Tesla,22,"Tesla, Type 2",2013,Yes,3.7,1,Annually
EVS03734,"749 Mumbai Ave, Mumbai",AC Level 1,0.16,24/7,9.64,33,Tesla,150,Tesla,2012,No,3.4,6,Annually
EVS03735,"5628 Mexico City Ave, Mexico City",DC Fast Charger,0.29,9:00-18:00,16.99,23,Tesla,150,"Tesla, CCS",2014,Yes,3.2,4,Annually
EVS03736,"2397 San Francisco Ave, San Francisco",DC Fast Charger,0.31,6:00-22:00,6.51,98,EVgo,150,"Type 2, CCS",2013,Yes,4.7,6,Annually
EVS03737,"6795 Cape Town Ave, Cape Town",AC Level 2,0.39,6:00-22:00,3.34,19,Greenlots,350,"CCS, CHAdeMO",2021,No,3.5,7,Quarterly
EVS03738,"1879 Los Angeles Ave, Los Angeles",AC Level 1,0.23,24/7,3.86,68,ChargePoint,22,"Tesla, CHAdeMO",2021,No,4.7,8,Annually
EVS03739,"370 Mexico City Ave, Mexico City",AC Level 2,0.18,9:00-18:00,9.10,44,ChargePoint,22,"CCS, Tesla",2019,Yes,4.5,5,Quarterly
EVS03740,"8228 Bangkok Ave, Bangkok",AC Level 1,0.15,6:00-22:00,9.08,89,Tesla,22,"Tesla, CHAdeMO",2022,Yes,3.2,8,Quarterly
EVS03741,"5851 Random Rd, City 99, Country",DC Fast Charger,0.39,9:00-18:00,13.18,27,Tesla,22,"Type 2, CHAdeMO",2021,Yes,3.5,6,Monthly
EVS03742,"3197 San Francisco Ave, San Francisco",AC Level 1,0.28,9:00-18:00,9.38,41,EVgo,22,"CHAdeMO, CCS",2011,No,4.1,6,Annually
EVS03743,"313 Chicago Ave, Chicago",AC Level 2,0.29,9:00-18:00,4.57,67,ChargePoint,350,CCS,2018,Yes,3.1,4,Monthly
EVS03744,"804 Cape Town Ave, Cape Town",AC Level 1,0.23,6:00-22:00,5.35,89,Ionity,150,Tesla,2014,No,3.4,6,Monthly
EVS03745,"9328 Seoul Ave, Seoul",DC Fast Charger,0.10,9:00-18:00,13.05,26,EVgo,22,Tesla,2013,Yes,5.0,8,Monthly
EVS03746,"1716 Chicago Ave, Chicago",AC Level 2,0.31,24/7,9.18,18,Greenlots,50,"Type 2, CCS",2020,Yes,3.5,5,Monthly
EVS03747,"2760 Berlin Ave, Berlin",AC Level 1,0.11,6:00-22:00,17.90,28,ChargePoint,22,"CHAdeMO, Type 2",2012,No,3.1,1,Monthly
EVS03748,"5042 Bangkok Ave, Bangkok",AC Level 2,0.44,9:00-18:00,9.55,73,EVgo,50,"CHAdeMO, CCS",2020,Yes,3.4,4,Monthly
EVS03749,"8815 São Paulo Ave, São Paulo",DC Fast Charger,0.22,24/7,17.51,65,Greenlots,350,"CCS, Tesla",2014,No,3.3,10,Annually
EVS03750,"623 Berlin Ave, Berlin",AC Level 1,0.27,6:00-22:00,0.58,99,ChargePoint,22,Type 2,2013,Yes,4.8,5,Quarterly
EVS03751,"1333 Random Rd, City 390, Country",AC Level 2,0.18,9:00-18:00,5.21,92,Tesla,150,Tesla,2012,No,4.6,3,Quarterly
EVS03752,"8050 Berlin Ave, Berlin",AC Level 1,0.42,24/7,18.58,94,EVgo,50,"CHAdeMO, CCS",2017,No,4.0,7,Annually
EVS03753,"1222 Beijing Ave, Beijing",AC Level 1,0.21,9:00-18:00,3.50,43,Ionity,50,CCS,2020,No,3.9,5,Annually
EVS03754,"127 Seoul Ave, Seoul",DC Fast Charger,0.33,9:00-18:00,2.13,16,EVgo,150,"Type 2, CCS",2017,No,3.9,10,Annually
EVS03755,"3579 Mumbai Ave, Mumbai",AC Level 2,0.49,24/7,16.93,88,ChargePoint,50,Type 2,2015,No,5.0,4,Monthly
EVS03756,"3671 Berlin Ave, Berlin",DC Fast Charger,0.24,6:00-22:00,2.21,61,EVgo,50,CCS,2023,Yes,3.7,1,Monthly
EVS03757,"6953 Bangkok Ave, Bangkok",DC Fast Charger,0.49,24/7,8.61,11,Tesla,150,Tesla,2013,No,3.7,1,Monthly
EVS03758,"6856 São Paulo Ave, São Paulo",DC Fast Charger,0.11,9:00-18:00,1.14,93,EVgo,50,CCS,2020,No,4.6,4,Quarterly
EVS03759,"1146 San Francisco Ave, San Francisco",AC Level 1,0.15,9:00-18:00,7.67,64,ChargePoint,50,Tesla,2015,No,3.9,7,Annually
EVS03760,"8335 San Francisco Ave, San Francisco",AC Level 2,0.30,6:00-22:00,16.83,98,Ionity,350,"Tesla, CHAdeMO",2015,Yes,3.3,8,Quarterly
EVS03761,"2688 Random Rd, City 244, Country",DC Fast Charger,0.18,9:00-18:00,3.66,99,EVgo,150,CCS,2010,No,3.8,5,Quarterly
EVS03762,"8333 Dubai Ave, Dubai",AC Level 1,0.17,9:00-18:00,5.59,64,ChargePoint,50,"Tesla, CCS",2010,Yes,3.1,7,Monthly
EVS03763,"5085 Beijing Ave, Beijing",AC Level 1,0.30,6:00-22:00,19.29,61,Tesla,150,CCS,2015,Yes,3.6,1,Monthly
EVS03764,"7439 Beijing Ave, Beijing",AC Level 1,0.48,6:00-22:00,4.51,43,Ionity,150,CCS,2021,No,4.0,8,Annually
EVS03765,"4475 Berlin Ave, Berlin",DC Fast Charger,0.24,24/7,14.03,86,Ionity,50,CHAdeMO,2020,No,3.7,7,Annually
EVS03766,"587 São Paulo Ave, São Paulo",AC Level 2,0.24,6:00-22:00,19.59,90,Greenlots,150,CHAdeMO,2023,No,4.7,2,Annually
EVS03767,"1925 Beijing Ave, Beijing",AC Level 1,0.18,24/7,17.62,20,Ionity,50,CCS,2022,No,3.5,7,Monthly
EVS03768,"723 Bangkok Ave, Bangkok",AC Level 2,0.16,6:00-22:00,6.92,55,Greenlots,150,CHAdeMO,2010,Yes,4.7,9,Quarterly
EVS03769,"8472 Los Angeles Ave, Los Angeles",AC Level 2,0.12,24/7,3.13,94,Tesla,150,"CCS, Type 2",2012,Yes,3.9,8,Monthly
EVS03770,"5767 Dubai Ave, Dubai",AC Level 2,0.19,9:00-18:00,11.56,89,ChargePoint,350,"CCS, Tesla",2011,No,4.0,9,Annually
EVS03771,"1983 Random Rd, City 310, Country",DC Fast Charger,0.29,9:00-18:00,2.33,29,Tesla,22,"Type 2, Tesla",2017,No,4.1,8,Annually
EVS03772,"9660 Berlin Ave, Berlin",AC Level 2,0.20,6:00-22:00,12.40,17,Greenlots,350,"CCS, CHAdeMO",2013,Yes,3.2,5,Annually
EVS03773,"3558 Mumbai Ave, Mumbai",AC Level 1,0.19,24/7,2.36,18,Ionity,150,"CHAdeMO, Type 2",2019,Yes,3.1,10,Annually
EVS03774,"9394 Los Angeles Ave, Los Angeles",AC Level 1,0.36,6:00-22:00,6.16,16,Ionity,150,CHAdeMO,2017,Yes,3.2,3,Quarterly
EVS03775,"17 Toronto Ave, Toronto",DC Fast Charger,0.13,24/7,9.16,85,Tesla,150,"CCS, CHAdeMO",2014,Yes,4.9,2,Annually
EVS03776,"3855 San Francisco Ave, San Francisco",AC Level 1,0.23,24/7,17.86,87,Ionity,150,"CCS, Tesla",2012,No,4.5,2,Annually
EVS03777,"5243 Toronto Ave, Toronto",AC Level 1,0.30,9:00-18:00,16.26,24,Tesla,22,Tesla,2021,No,4.8,3,Quarterly
EVS03778,"5460 Mexico City Ave, Mexico City",AC Level 2,0.44,6:00-22:00,4.27,93,Greenlots,50,"Tesla, CHAdeMO",2019,Yes,4.9,8,Annually
EVS03779,"5302 Sydney Ave, Sydney",AC Level 2,0.13,6:00-22:00,11.00,73,Greenlots,22,"CHAdeMO, CCS",2016,Yes,4.7,9,Monthly
EVS03780,"4667 Beijing Ave, Beijing",AC Level 1,0.23,24/7,4.88,70,Greenlots,350,"CHAdeMO, CCS",2012,Yes,3.9,10,Annually
EVS03781,"8842 Random Rd, City 435, Country",DC Fast Charger,0.26,6:00-22:00,4.90,15,Ionity,22,"Type 2, Tesla",2013,Yes,4.0,10,Annually
EVS03782,"4486 Berlin Ave, Berlin",AC Level 1,0.21,24/7,1.37,24,Tesla,150,"Type 2, Tesla",2010,Yes,4.7,2,Monthly
EVS03783,"2214 Moscow Ave, Moscow",AC Level 2,0.29,24/7,2.95,81,EVgo,150,"Type 2, Tesla",2015,No,3.3,8,Quarterly
EVS03784,"5132 Mexico City Ave, Mexico City",AC Level 1,0.27,6:00-22:00,1.29,54,ChargePoint,350,Type 2,2010,Yes,4.6,3,Monthly
EVS03785,"5202 Bangkok Ave, Bangkok",AC Level 1,0.29,9:00-18:00,8.13,79,ChargePoint,350,CCS,2016,No,4.2,8,Quarterly
EVS03786,"7976 Mumbai Ave, Mumbai",AC Level 2,0.25,6:00-22:00,14.84,52,Greenlots,150,"CHAdeMO, Tesla",2023,No,3.6,1,Monthly
EVS03787,"2804 Berlin Ave, Berlin",AC Level 1,0.42,24/7,18.34,90,ChargePoint,22,"CHAdeMO, Type 2",2017,Yes,3.8,3,Monthly
